title,release_year,results
Spencer,2021,"[{'_id': '61e58bcae1a8ddbd9643bc19', 'id': 'tt10101702', 'primaryImage': {'id': 'rm3668508417', 'width': 1818, 'height': 2666, 'url': 'https://m.media-amazon.com/images/M/MV5BZjUzZjliYjgtYjNkZC00OThhLTg1OTItZjgzNjY4Yzg0ZTQ2XkEyXkFqcGdeQXVyMTA1OTcyNDQ4._V1_.jpg', 'caption': {'plainText': 'James Marsden, Vanessa Hudgens, Kimiko Glenn, Sofia Carson, and Liza Koshy in My Little Pony: A New Generation (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'My Little Pony: Een nieuwe generatie', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'My Little Pony: A New Generation', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 24, 'month': 9, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Dangerous,2021,"[{'_id': '61e5d6bc95801a78bc55fa21', 'id': 'tt9357050', 'primaryImage': {'id': 'rm2422654465', 'width': 3377, 'height': 5000, 'url': 'https://m.media-amazon.com/images/M/MV5BYzMwZTZhY2UtNWRjYy00MDc3LWE2MWUtZTg5NjVmZGY1NTdhXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg', 'caption': {'plainText': 'Ben Platt in Dear Evan Hansen (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Dear Evan Hansen', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Dear Evan Hansen', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 28, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Love Hard,2021,"[{'_id': '61e5d0bd78c012aa345476e5', 'id': 'tt9421570', 'primaryImage': {'id': 'rm1293349633', 'width': 1350, 'height': 2000, 'url': 'https://m.media-amazon.com/images/M/MV5BZWI3NmEyYzAtNWY4OC00YWY4LTk2MjgtM2Y1NDdlZWE4ODgzXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg', 'caption': {'plainText': 'Jake Gyllenhaal in The Guilty (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Guilty', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Guilty', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 1, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
The Beta Test,2021,"[{'_id': '61e595aab597b91eb9462451', 'id': 'tt11771006', 'primaryImage': {'id': 'rm1340731393', 'width': 8250, 'height': 12150, 'url': 'https://m.media-amazon.com/images/M/MV5BNGMwMWZjNTktYzRjNS00YzIxLTg0YmItOWEyNmQyMTVmNzYyXkEyXkFqcGdeQXVyMTA2MDU0NjM5._V1_.jpg', 'caption': {'plainText': 'Kristine Froseth and Diana Silvers in Birds of Paradise (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Birds of Paradise', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Birds of Paradise', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 24, 'month': 9, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Clifford the Big Red Dog,2021,"[{'_id': '61e59d31cffb8f2faa4806b9', 'id': 'tt13069986', 'primaryImage': {'id': 'rm1031862529', 'width': 4050, 'height': 6000, 'url': 'https://m.media-amazon.com/images/M/MV5BMTEzN2MxZWUtYTJkYS00NjU5LTk0ZjgtNzc1OTMwNWNjZGFkXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_.jpg', 'caption': {'plainText': 'Hero Fiennes Tiffin and Josephine Langford in After We Fell (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'After We Fell', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'After We Fell', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 2, 'month': 9, 'year': 2021, '__typename': 'ReleaseDate'}}]"
"Tick, Tick... Boom!",2021,"[{'_id': '61e5cee478c012aa34540417', 'id': 'tt7097896', 'primaryImage': {'id': 'rm980350465', 'width': 6072, 'height': 9000, 'url': 'https://m.media-amazon.com/images/M/MV5BYTc3ZTAwYTgtMmM4ZS00MDRiLWI2Y2EtYmRiZmE0YjkzMGY1XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_.jpg', 'caption': {'plainText': 'Woody Harrelson, Tom Hardy, Naomie Harris, and Michelle Williams in Venom: Let There Be Carnage (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Venom: Let There Be Carnage', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Venom: Let There Be Carnage', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 21, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Home Sweet Home Alone,2021,"[{'_id': '61e5d9fb909c2ca78156bec1', 'id': 'tt8110232', 'primaryImage': {'id': 'rm1060565761', 'width': 2764, 'height': 4096, 'url': 'https://m.media-amazon.com/images/M/MV5BYmQzNmY3YzItOTE3OC00NGZjLTkwZDYtOWVmM2QyMzhiYTgwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg', 'caption': {'plainText': 'The Many Saints of Newark (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Many Saints of Newark', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Many Saints of Newark', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 11, 'month': 11, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Apex,2021,"[{'_id': '61e591e1909c2ca781453813', 'id': 'tt11125620', 'primaryImage': {'id': 'rm3784308737', 'width': 1013, 'height': 1500, 'url': 'https://m.media-amazon.com/images/M/MV5BNzQ5NzJjMDgtNzhjMC00NTQ2LTgzOTUtZThiMWMwYmYwMGYxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg', 'caption': {'plainText': ""Charlize Theron, Snoop Dogg, Conrad Vernon, Oscar Isaac, Chloë Grace Moretz, Nick Kroll, and Javon 'Wanna' Walton in The Addams Family 2 (2021)"", '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Addams Family 2', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Addams Family 2', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 6, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
The Power of the Dog,2021,"[{'_id': '61e59eef909c2ca7814874fb', 'id': 'tt13372992', 'primaryImage': {'id': 'rm3074813953', 'width': 2764, 'height': 4094, 'url': 'https://m.media-amazon.com/images/M/MV5BZTc4Y2M2MTEtY2I1Zi00OWU3LWIwMjItN2E4YzE2ZmZkZjEwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg', 'caption': {'plainText': 'Kelly Murtagh in Bingo Hell (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Bingo Hell', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Bingo Hell', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 1, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Bruised,2021,"[{'_id': '61e59ef0b597b91eb948731d', 'id': 'tt13372884', 'primaryImage': {'id': 'rm3262705665', 'width': 1012, 'height': 1500, 'url': 'https://m.media-amazon.com/images/M/MV5BNzdhZmIyNjktZTVjOS00Y2NjLWFmNmMtYzgxMGMyZjA2MWUxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg', 'caption': {'plainText': 'Fabrizio Guido, Asjha Cooper, Abbie Gayle, Frankie Smith, and Mason Beauchamp in Black as Night (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Black as Night', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Black as Night', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 1, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
The Princess Switch 3: Romancing the Star,2021,"[{'_id': '61e59b3ed735dff3f9478975', 'id': 'tt12731980', 'primaryImage': {'id': 'rm1670771201', 'width': 2700, 'height': 4000, 'url': 'https://m.media-amazon.com/images/M/MV5BM2ViYWUzODctMGU2ZS00NzRjLThmOTAtYTUyOTE3OTFkYmI2XkEyXkFqcGdeQXVyNjc3MjE2MTY@._V1_.jpg', 'caption': {'plainText': 'Stephen Dorff, Trace Adkins, Tim Blake Nelson, Richard Speight Jr., Max Arciniega, Scott Haze, and Gavin Lewis in Old Henry (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Old Henry', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Old Henry', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 23, 'month': 12, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Ghostbusters: Afterlife,2021,"[{'_id': '61e5a786e1a8ddbd964aa029', 'id': 'tt14857602', 'primaryImage': {'id': 'rm3635411201', 'width': 4050, 'height': 6000, 'url': 'https://m.media-amazon.com/images/M/MV5BOWU1YmI1ZmEtNjUxZC00N2E5LTg1YTItNDBjYmUyZWYxMTY4XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg', 'caption': {'plainText': 'The Jesus Music (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Jesus Music', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Jesus Music', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 1, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
King Richard,2021,"[{'_id': '61e592ba909c2ca781456d93', 'id': 'tt11271800', 'primaryImage': {'id': 'rm3605000705', 'width': 2025, 'height': 3000, 'url': 'https://m.media-amazon.com/images/M/MV5BOTYyNTI2ZmUtOTAwYy00ZGQ4LTg2YTAtYmFjZjY0YzNjNDMyXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg', 'caption': {'plainText': 'Mia Goth in Mayday (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Mayday', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Mayday', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 1, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Extinct,2021,"[{'_id': '61e5a5e8a66e5964234a347f', 'id': 'tt14578032', 'primaryImage': {'id': 'rm1606547713', 'width': 1944, 'height': 2880, 'url': 'https://m.media-amazon.com/images/M/MV5BMzJlNmI4MzAtYTU4NS00Y2FiLWExYzUtMWU0ODBlN2UwNDI2XkEyXkFqcGdeQXVyMjMzNDQxMTQ@._V1_.jpg', 'caption': {'plainText': ""God's Not Dead: We the People (2021)"", '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': ""God's Not Dead: We the People"", '__typename': 'TitleText'}, 'originalTitleText': {'text': ""God's Not Dead: We the People"", '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 11, 'month': 11, 'year': 2021, '__typename': 'ReleaseDate'}}]"
C'mon C'mon,2021,"[{'_id': '61e5d24dd735dff3f954dcc5', 'id': 'tt8150814', 'primaryImage': {'id': 'rm3129339905', 'width': 1500, 'height': 2222, 'url': 'https://m.media-amazon.com/images/M/MV5BYmQ4OTAwNjAtMzBjZS00ZTI3LTk0YTUtMzE1N2I5ZDA5ZGRiXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_.jpg', 'caption': {'plainText': ""Sydney Park in There's Someone Inside Your House (2021)"", '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': ""There's Someone Inside Your House"", '__typename': 'TitleText'}, 'originalTitleText': {'text': ""There's Someone Inside Your House"", '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 6, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Black Friday,2021,"[{'_id': '61e5b447971a4a15d64db8ad', 'id': 'tt2382320', 'primaryImage': {'id': 'rm1714747649', 'width': 2765, 'height': 4096, 'url': 'https://m.media-amazon.com/images/M/MV5BYWQ2NzQ1NjktMzNkNS00MGY1LTgwMmMtYTllYTI5YzNmMmE0XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_.jpg', 'caption': {'plainText': 'Daniel Craig in No Time to Die (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'No Time to Die', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'No Time to Die', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 30, 'month': 9, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Zeros and Ones,2021,"[{'_id': '61e5936ed8f3c0931e4598c5', 'id': 'tt11389748', 'primaryImage': {'id': 'rm4229755393', 'width': 4050, 'height': 6000, 'url': 'https://m.media-amazon.com/images/M/MV5BZGM3MDg1YzYtMzM0MS00ZGY2LWE4ZjctZDZhYmZlYjVlZGE5XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_.jpg', 'caption': {'plainText': 'Martha Plimpton, Jason Isaacs, Reed Birney, and Ann Dowd in Mass (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Mass', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Mass', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 15, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Friend of the World,2021,"[{'_id': '61e592c878c012aa34456f57', 'id': 'tt11284502', 'primaryImage': {'id': 'rm2747985921', 'width': 563, 'height': 837, 'url': 'https://m.media-amazon.com/images/M/MV5BYmE3MGQ1ZjYtODUzZC00OWE2LTgxY2ItMDM4MTIzODY5MDk0XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_.jpg', 'caption': {'plainText': 'South of Heaven (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'South of Heaven', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'South of Heaven', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 8, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Encanto,2021,"[{'_id': '61e59ef095801a78bc48790d', 'id': 'tt13372794', 'primaryImage': {'id': 'rm2823155713', 'width': 2764, 'height': 4095, 'url': 'https://m.media-amazon.com/images/M/MV5BN2M5NDFmM2MtZGQyOS00ZjQ4LThhMGEtMjdiN2MxNGI0Mjk2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg', 'caption': {'plainText': 'Barbara Hershey in The Manor (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Manor', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Manor', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 8, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
House of Gucci,2021,"[{'_id': '61e59eecef99b1c543487529', 'id': 'tt13372944', 'primaryImage': {'id': 'rm647688193', 'width': 2764, 'height': 4094, 'url': 'https://m.media-amazon.com/images/M/MV5BODkyYTBkNzctOTAwNy00YzcyLWI4YzQtMWQzYWVlYWU3ZDUwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg', 'caption': {'plainText': 'Madres (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Moeders', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Madres', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 8, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
The Unforgivable,2021,"[{'_id': '61e5aa96a66e5964234b5f9d', 'id': 'tt15385930', 'primaryImage': {'id': 'rm3866030337', 'width': 1169, 'height': 1449, 'url': 'https://m.media-amazon.com/images/M/MV5BNDYzZGE5MTYtMjNiNS00Y2JjLTk2YzAtZTI2NzhhYTg1NDIyXkEyXkFqcGdeQXVyMTI5MDYyMzA1._V1_.jpg', 'caption': {'plainText': 'Justin Bieber in Justin Bieber: Our World (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Justin Bieber: Our World', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Justin Bieber: Our World', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 8, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Resident Evil: Welcome to Raccoon City,2021,"[{'_id': '61e59bff971a4a15d647b9ad', 'id': 'tt12861508', 'primaryImage': {'id': 'rm2449011457', 'width': 1365, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BYjBjZjdhOGEtNDFjNi00MzU5LWE1Y2EtYjgzZjM3MWE2YWUzXkEyXkFqcGdeQXVyMjUxOTAxNzI@._V1_.jpg', 'caption': {'plainText': 'Bruce Willis and Chad Michael Murray in Survive the Game (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Survive the Game', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Survive the Game', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 8, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
8-Bit Christmas,2021,"[{'_id': '61e58f2495801a78bc448e63', 'id': 'tt10665338', 'primaryImage': {'id': 'rm2396975361', 'width': 3158, 'height': 5000, 'url': 'https://m.media-amazon.com/images/M/MV5BM2RmMGY2Y2UtNjA1NS00NGE4LThiNzItMmE1NTk5NzI5NmE0XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_.jpg', 'caption': {'plainText': 'Halloween Kills (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Halloween Kills', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Halloween Kills', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 14, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
The Humans,2021,"[{'_id': '61e5bd08d735dff3f94fc755', 'id': 'tt4244994', 'primaryImage': {'id': 'rm3704878593', 'width': 743, 'height': 1100, 'url': 'https://m.media-amazon.com/images/M/MV5BZGExZTUzYWQtYWJjZi00OTI4LTk4OGYtNTA2YzcwMmNiZTMxXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg', 'caption': {'plainText': 'Ben Affleck, Matt Damon, Jodie Comer, and Adam Driver in The Last Duel (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Last Duel', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Last Duel', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 14, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
South Park: Post Covid,2021,"[{'_id': '61e5d0eecffb8f2faa54833b', 'id': 'tt7099280', 'primaryImage': {'id': 'rm2153970945', 'width': 2584, 'height': 3839, 'url': 'https://m.media-amazon.com/images/M/MV5BNjBlZTkwOWYtNTQwYS00MTBkLTgzNjItMWZlMmM3MWI1ODFjXkEyXkFqcGdeQXVyMTMwMDA5ODU3._V1_.jpg', 'caption': {'plainText': 'Orlando Bloom, Leslie Odom Jr., Freida Pinto, and Cynthia Erivo in Needle in a Timestack (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Needle in a Timestack', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Needle in a Timestack', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 14, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Licorice Pizza,2021,[]
Single All the Way,2021,"[{'_id': '61e5a2b7ef99b1c543496ad7', 'id': 'tt14030526', 'primaryImage': {'id': 'rm4215798785', 'width': 1600, 'height': 2400, 'url': 'https://m.media-amazon.com/images/M/MV5BZDdlM2MzNDAtODliMi00NjFkLWI0NzUtOWU3ZjNjZGRiYmM3XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_.jpg', 'caption': {'plainText': 'Introducing, Selma Blair (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Introducing, Selma Blair', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Introducing, Selma Blair', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 21, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Back to the Outback,2021,"[{'_id': '61e5daedd735dff3f956fae7', 'id': 'tt7230750', 'primaryImage': {'id': 'rm2418209281', 'width': 2000, 'height': 3000, 'url': 'https://m.media-amazon.com/images/M/MV5BMmJiOTRmNzUtZDBhNy00NDBjLWJlNGItYjQ4NGYwZjg3YmVjXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_.jpg', 'caption': {'plainText': 'The Velvet Underground (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Velvet Underground', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Velvet Underground', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 15, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Diary of a Wimpy Kid,2021,"[{'_id': '61e58fbed735dff3f944b25f', 'id': 'tt10763820', 'primaryImage': {'id': 'rm174977281', 'width': 8105, 'height': 12001, 'url': 'https://m.media-amazon.com/images/M/MV5BNDhmODAxYzItYjRjNi00ZmI2LWIwMDktZTYwZWNiYWZhMTUzXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg', 'caption': {'plainText': 'Debby Ryan, Lucy Fry, and Jorge Lendeborg Jr. in Night Teeth (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Night Teeth', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Night Teeth', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 20, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Encounter,2021,[]
