title,release_year,imdb_id,poster,tmdb_id,cast,director,genres,production_companies
Fifty Shades Freed,2018,tt4477536,https://m.media-amazon.com/images/M/MV5BMTYxOTQ1MzI0Nl5BMl5BanBnXkFtZTgwMzgwMzIxNDM@._V1_.jpg,337167,DakotaJohnson JamieDornan EricJohnson LukeGrimes RitaOra EloiseMumford,JamesFoley,Drama Romance,UniversalPictures PerfectWorldPictures
The 15:17 to Paris,2018,tt6802308,https://m.media-amazon.com/images/M/MV5BMTY0NjUzNjYwOV5BMl5BanBnXkFtZTgwMzY1MDM0NDM@._V1_.jpg,453201,RayCorasani SpencerStone AnthonySadler AlekSkarlatos JudyGreer JennaFischer,ClintEastwood,Thriller History Drama,WarnerBrosPictures MalpasoProductions VillageRoadshowPictures DuneEntertainment
Valentina's Wedding,2018,tt4823538,https://m.media-amazon.com/images/M/MV5BOTc0ZDY0OGQtODM0Yi00YWQ4LTg1MzItMTU2NGFmZDQ1N2UyXkEyXkFqcGdeQXVyMjQ1MDk0MA@@._V1_.jpg,498919,OmarChaparro KateVernon RyanCarnes MarimarVega JesúsZavala TonyDalton,MarcoPoloConstandse,Comedy,FilmadoraNacional
Kri,2018,tt7528086,https://m.media-amazon.com/images/M/MV5BYWMzZTc0ZTAtOGVlNi00NGE4LTg2MDQtOGNhZmZjNzZlZGYyXkEyXkFqcGdeQXVyNzQ3NTY5MjE@._V1_.jpg,493479,AnmolKC AnoopBikramShahi AditiBudhathoki KameshworChaurasiya,SurendraPoudel,Romance Action Drama,HighlightsNepal SubasEntertainmentProduction SuperKajalFilms
Black Panther,2018,tt1825683,https://m.media-amazon.com/images/M/MV5BMTg1MTY2MjYzNV5BMl5BanBnXkFtZTgwMTc4NTMwNDI@._V1_.jpg,284054,ChadwickBoseman MichaelBJordan LupitaNyongo DanaiGurira MartinFreeman DanielKaluuya,RyanCoogler,Action Adventure ScienceFiction,MarvelStudios
Early Man,2018,tt4701724,https://m.media-amazon.com/images/M/MV5BYWMxYWVjNzAtMTY0YS00YWQyLWExMGItMjUxODkwYzQyNzMwXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_.jpg,387592,EddieRedmayne TomHiddleston MaisieWilliams TimothySpall MiriamMargolyes RobBrydon,NickPark,Family Comedy Animation Adventure,Aardman StudioCanal CreativeSkillsetsSkillsInvestmentFund BFI BFIFilmFund Lionsgate SummitEntertainment
Nostalgia,2018,tt6456222,https://m.media-amazon.com/images/M/MV5BYTc0MjI4YTktY2NkYi00YzgwLWIxNDItYWIyNjAwMWNlMGUzXkEyXkFqcGdeQXVyNDY2MjcyOTQ@._V1_.jpg,442709,JonHamm CatherineKeener JohnOrtiz NickOfferman JamesLeGros BruceDern,MarkPellington,Drama,BleeckerStreetFilms MP36
Black '47,2018,tt3208026,https://m.media-amazon.com/images/M/MV5BNzQzMzAwOGYtMjFkMC00YTQwLTllNWEtYmU5NzM2NWExNzI4XkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_.jpg,438145,HugoWeaving JamesFrecheville StephenRea FreddieFox BarryKeoghan MoeDunford,LanceDaly,Drama Western,FastnetFilms PrimeridianEntertainment SamsaFilm uMedia ScreenIreland
Samson,2018,tt6951892,https://m.media-amazon.com/images/M/MV5BYThiMjg4ZDAtNjk5ZS00ZTUxLThmM2ItMGI0ZTE1NjRhNWNmXkEyXkFqcGdeQXVyNTQ3MjE4NTU@._V1_.jpg,474392,TaylorJames JacksonRathbone BillyZane CaitlinLeahy FrancesSholto-Douglas RutgerHauer,BruceMacdonald,Action Drama Adventure,PureFlixEntertainment Boomtownfilms UniversalPictures
Game Night,2018,tt2704998,https://m.media-amazon.com/images/M/MV5BMjI3ODkzNDk5MF5BMl5BanBnXkFtZTgwNTEyNjY2NDM@._V1_.jpg,445571,JasonBateman RachelMcAdams KyleChandler BillyMagnussen SharonHorgan LamorneMorris,JohnFrancisDaley,Mystery Comedy Crime,NewLineCinema AggregateFilms DavisEntertainment AccessEntertainment DuneEntertainment WarnerBrosEntertainment
Annihilation,2018,tt2798920,https://m.media-amazon.com/images/M/MV5BMTk2Mjc2NzYxNl5BMl5BanBnXkFtZTgwMTA2OTA1NDM@._V1_.jpg,300668,NataliePortman JenniferJasonLeigh GinaRodriguez TessaThompson TuvaNovotny OscarIsaac,AlexGarland,ScienceFiction Horror,DNAFilms Paramount ScottRudinProductions Skydance
Every Day,2018,tt7026672,https://m.media-amazon.com/images/M/MV5BZTFiNzQ2OGUtYTdmMi00NjRjLWExN2MtZmNiODI4MTY3MGM3XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_.jpg,465136,AngourieRice JusticeSmith DebbyAnnRyan MariaBello LucasJadeZumann JacobBatalon,MichaelSucsy,Fantasy Romance,FilmWave LikelyStory SilverReel
Red Sparrow,2018,tt2873282,https://m.media-amazon.com/images/M/MV5BMTA3MDkxOTc4NDdeQTJeQWpwZ15BbWU4MDAxNzgyNTQz._V1_.jpg,401981,JenniferLawrence JoelEdgerton MatthiasSchoenaerts CharlotteRampling JeremyIrons CiaránHinds,FrancisLawrence,Mystery Thriller,CherninEntertainment 20thCenturyFox TSGEntertainment FilmRights
Death Wish,2018,tt1137450,https://m.media-amazon.com/images/M/MV5BMTkzNjU3MjE0MF5BMl5BanBnXkFtZTgwNTIyNDk0NDM@._V1_.jpg,395990,BruceWillis VincentDOnofrio DeanNorris ElisabethShue CamilaMorrone JackKesy,EliRoth,Action Crime Drama Thriller,Metro-Goldwyn-Mayer Cave76Productions
Pickings,2018,tt4789822,https://m.media-amazon.com/images/M/MV5BY2VjNmY5MWQtYmRhYi00YzUwLWFmMDYtMTIzNzA3YWNhZmY1XkEyXkFqcGdeQXVyMzUxNjY1NDc@._V1_.jpg,457312,ElysePrice KatieVincent TasoMikroulis JoelBernard LynneJordan MichelleHolland,UsherMorgan,Thriller Action Crime Drama Mystery,DarkPassageFilms DigitalMagicEntertainment VisualsbyCleverchimp
A Wrinkle in Time,2018,tt1620680,https://m.media-amazon.com/images/M/MV5BMjMxNjQ5MTI3MV5BMl5BanBnXkFtZTgwMjQ2MTAyNDM@._V1_.jpg,407451,StormReid OprahWinfrey ReeseWitherspoon MindyKaling LeviMiller DericMcCabe,AvaDuVernay,Adventure ScienceFiction Family Fantasy,WhitakerEntertainment WaltDisneyPictures
Gringo,2018,tt3721964,https://m.media-amazon.com/images/M/MV5BMjAyMTk2MTQ3Ml5BMl5BanBnXkFtZTgwNDQ2ODE0NDM@._V1_.jpg,340022,DavidOyelowo JoelEdgerton CharlizeTheron AmandaSeyfried SharltoCopley HarryTreadaway,NashEdgerton,Comedy Action Crime,DenverandDelilahProductions AnnapurnaPictures Blue-TongueFilms AmazonStudios Picrow STXFilms
The Strangers: Prey at Night,2018,tt1285009,https://m.media-amazon.com/images/M/MV5BMTY1OTIwODgzMV5BMl5BanBnXkFtZTgwMzUyMDgzNDM@._V1_.jpg,371608,BaileeMadison LewisPullman ChristinaHendricks MartinHenderson DamianMaffei EmmaBellomy,JohannesRoberts,Horror,AvironPictures WhiteCometFilms Bloom RoguePictures TheFyzz SoundNode
The Hurricane Heist,2018,tt5360952,https://m.media-amazon.com/images/M/MV5BMzg3Y2MyNjgtMzk4ZS00OTU3LWEwZmMtN2Y0NTdlZjU0NGFiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,430040,TobyKebbell MaggieGrace RyanKwanten RalphIneson MelissaBolona BenCross,RobCohen,Action Crime Thriller,ForesightUnlimited ParksidePictures SignaturePictures TadrossMediaGroup DNEG MetrolTechnology LipsyncProductions DreamTeamFilms HeadGearFilms WindfallFilms AlmostNeverFilms
Tomb Raider,2018,tt1365519,https://m.media-amazon.com/images/M/MV5BOTY4NDcyZGQtYmVlNy00ODgwLTljYTMtYzQ2OTE3NDhjODMwXkEyXkFqcGdeQXVyNzYzODM3Mzg@._V1_.jpg,338970,AliciaVikander DominicWest WaltonGoggins DanielWu KristinScottThomas DerekJacobi,RoarUthaug,Action Adventure Fantasy,SQUAREENIX GKFilms Metro-Goldwyn-Mayer WarnerBrosPictures
"Love, Simon",2018,tt5164432,https://m.media-amazon.com/images/M/MV5BNTMyZDdiMzUtZjcxNS00Mjc3LTljY2UtYjI4YmY5NzJlYjc1XkEyXkFqcGdeQXVyMTA5OTkwNTc@._V1_.jpg,449176,NickRobinson JenniferGarner JoshDuhamel KatherineLangford AlexandraShipp LoganMiller,GregBerlanti,Comedy Drama Romance,TempleHillEntertainment Fox2000Pictures NewLeafLiterary&Media 20thCenturyFox TwistedMedia
I Can Only Imagine,2018,tt6450186,https://m.media-amazon.com/images/M/MV5BMTRjNDc5NTAtZGJlYS00NTg4LTk2NTEtNGUwY2NiZWM3YTY2XkEyXkFqcGdeQXVyNTQ3MjE4NTU@._V1_.jpg,470878,JMichaelFinley DennisQuaid ClorisLeachman BrodyRose MadelineCarroll GiannaSimone,JonErwin,Music Drama,KevinDownesProductions MissionPicturesInternational CityonaHillProductions ImagineRights LDEntertainment
Furlough,2018,tt5291792,https://m.media-amazon.com/images/M/MV5BZmJhOGNiZWMtNmVhYi00YmJhLTkzMzEtZDEwNjRjMDg4NjcwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,502426,MelissaLeo TessaThompson EdgarRamírez AnnaPaquin WhoopiGoldberg ErikGriffin,LaurieCollyer,Comedy,DeerJen
Josie,2018,tt4682780,https://m.media-amazon.com/images/M/MV5BYWRjMzNmNmMtNGM1NC00OGU5LWJhNmMtNmUzNDMwZjBiOGNhXkEyXkFqcGdeQXVyMjA1MDcxMw@@._V1_.jpg,414187,SophieTurner DylanMcDermott JackKilmer DaegFaerch LombardoBoyar RobinBartlett,EricEngland,Thriller Drama,BooPictures
Pacific Rim: Uprising,2018,tt2557478,https://m.media-amazon.com/images/M/MV5BMjI3Nzg0MTM5NF5BMl5BanBnXkFtZTgwOTE2MTgwNTM@._V1_.jpg,268896,JohnBoyega ScottEastwood CaileeSpaeny JingTian RinkoKikuchi BurnGorman,StevenSDeKnight,Action Fantasy ScienceFiction Adventure,LegendaryPictures DoubleDareYouProductions
Isle of Dogs,2018,tt5104604,https://m.media-amazon.com/images/M/MV5BZDQwOWQ2NmUtZThjZi00MGM0LTkzNDctMzcyMjcyOGI1OGRkXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_.jpg,399174,BryanCranston KoyuRankin BobBalaban EdwardNorton BillMurray JeffGoldblum,WesAnderson,Adventure Comedy Animation,StudioBabelsberg AmericanEmpiricalPictures IndianPaintbrush ScottRudinProductions
Sherlock Gnomes,2018,tt2296777,https://m.media-amazon.com/images/M/MV5BMTc2NjUzODMxMF5BMl5BanBnXkFtZTgwMzMwMDIzNDM@._V1_.jpg,370567,JohnnyDepp EmilyBlunt JamesMcAvoy ChiwetelEjiofor MaryJBlige StephenMerchant,JohnStevenson,Animation Family Fantasy Comedy Adventure Mystery,RocketPictures ParamountAnimation Metro-Goldwyn-Mayer
Unsane,2018,tt7153766,https://m.media-amazon.com/images/M/MV5BNTYzMDYzMzA1MV5BMl5BanBnXkFtZTgwODUzODg2NDM@._V1_.jpg,467660,ClaireFoy JoshuaLeonard JayPharoah JunoTemple AimeeMullins AmyIrving,StevenSoderbergh,Horror Thriller,RegencyEnterprises Extension765 NewRegencyPictures FingerprintReleasing
"Paul, Apostle of Christ",2018,tt7388562,https://m.media-amazon.com/images/M/MV5BMWRkYTQ4NzctMDAwYS00NmE3LWI5NzUtMTMzNTQ0MDgwOWI1XkEyXkFqcGdeQXVyODQyOTY2OTA@._V1_.jpg,476968,JimCaviezel JamesFaulkner OlivierMartinez JoanneWhalley JohnLynch AntoniaCampbell-Hughes,AndrewHyatt,Drama History,OutsideDaBox AffirmFilms ODBFilms
Midnight Sun,2018,tt4799066,https://m.media-amazon.com/images/M/MV5BMjg0NjU1MjgyNF5BMl5BanBnXkFtZTgwNzc5NjYyNDM@._V1_.jpg,419478,BellaThorne PatrickSchwarzenegger RobRiggle QuinnShephard KenTremblett SulekaMathew,ScottSpeer,Romance Drama,Boies/SchillerFilmGroup WrigleyPictures UniversalPictures
Ready Player One,2018,tt1677720,https://m.media-amazon.com/images/M/MV5BY2JiYTNmZTctYTQ1OC00YjU4LWEwMjYtZjkwY2Y5MDI0OTU3XkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_.jpg,333339,TyeSheridan OliviaCooke BenMendelsohn LenaWaithe TJMiller SimonPegg,StevenSpielberg,ScienceFiction Adventure Action,AmblinEntertainment DeLinePictures WarnerBrosPictures FarahFilms&Management VillageRoadshowPictures AccessEntertainment
God's Not Dead: A Light in Darkness,2018,tt6652708,https://m.media-amazon.com/images/M/MV5BZTI4Y2Q1MGQtYjE3Yy00N2VkLTg5YTgtOGI4Y2QxMTA3NTgxXkEyXkFqcGdeQXVyNTQ3MjE4NTU@._V1_.jpg,454286,DavidARWhite JohnCorbett JenniferTaylor BenjaminAOnyango TatumONeal ShaneHarper,MichaelMason,Drama,PureFlixEntertainment
A Quiet Place,2018,tt6644200,https://m.media-amazon.com/images/M/MV5BMjI0MDMzNTQ0M15BMl5BanBnXkFtZTgwMTM5NzM3NDM@._V1_.jpg,447332,EmilyBlunt JohnKrasinski MillicentSimmonds NoahJupe CadeWoodward LeonRussom,JohnKrasinski,Horror Drama ScienceFiction,Paramount PlatinumDunes
Blockers,2018,tt2531344,https://m.media-amazon.com/images/M/MV5BMjE0ODIzNjkzMl5BMl5BanBnXkFtZTgwODQ3MzU4NDM@._V1_.jpg,437557,LeslieMann JohnCena IkeBarinholtz KathrynNewton GeraldineViswanathan GideonAdlon,KayCannon,Comedy,Hurwitz&SchlossbergProductions GoodUniverse DMGEntertainment PointGreyPictures UniversalPictures dentsu
The Miracle Season,2018,tt5427194,https://m.media-amazon.com/images/M/MV5BMDU1MjdhN2UtNGRjMC00N2M4LTg1ZTUtZDIzZjIyMzA3YWRmXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_.jpg,425373,ErinMoriarty DanikaYarosh HelenHunt WilliamHurt NestaCooper JasonGray-Stanford,SeanMcNamara,Drama,ApexEntertainment LDEntertainment
Beirut,2018,tt4669264,https://m.media-amazon.com/images/M/MV5BZWU5MjMxYmMtYzY2NS00MDU1LWIwMzAtMzIwYjY5NDIxZjZkXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_.jpg,399248,JonHamm RosamundPike SheaWhigham DeanNorris MarkPellegrino DouglasHodge,BradAnderson,Action Thriller Drama,RadarPictures ShivHansPictures GoodUniverse BleeckerStreet
Rampage,2018,tt2231461,https://m.media-amazon.com/images/M/MV5BNDA1NjA3ODU3OV5BMl5BanBnXkFtZTgwOTg3MTIwNTM@._V1_.jpg,427641,DwayneJohnson NaomieHarris MalinÅkerman JeffreyDeanMorgan JakeLacy JoeManganiello,BradPeyton,Action Adventure ScienceFiction,WrigleyPictures NewLineCinema 7BucksEntertainment ASAPEntertainment FlynnPictureCompany TwistedMedia
Truth or Dare,2018,tt6772950,https://m.media-amazon.com/images/M/MV5BOGU2YTZmMjYtZDUwYi00NTc1LTlkMjAtM2ViZDkzOTlhNGNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,460019,LucyHale ViolettBeane TylerPosey HaydenSzeto AuroraPerrineau SophiaAli,JeffWadlow,Thriller Horror,BlumhouseProductions
Sgt. Stubby: An American Hero,2018,tt5314190,https://m.media-amazon.com/images/M/MV5BMTY5NzEwNDczMl5BMl5BanBnXkFtZTgwMjY1MTY4NDM@._V1_.jpg,433694,LoganLerman HelenaBonhamCarter GérardDepardieu JimPharr JordanBeck JasonEzzell,RichardLanni,Animation Adventure Family History War,FunAcademyMediaGroup MikrosImage
I Feel Pretty,2018,tt6791096,https://m.media-amazon.com/images/M/MV5BMGI3ZDRjZTQtMTMyYy00NGI4LWI2MjktNzMyMjg0NjQ2NTY0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,460668,AmySchumer MichelleWilliams TomHopper RoryScovel AdrianMartinez EmilyRatajkowski,AbbyKohn,Comedy Romance,WonderlandSoundandVision VoltagePictures UniversalPictures STXFilms HuayiBrothersPictures
Super Troopers 2,2018,tt0859635,https://m.media-amazon.com/images/M/MV5BZmFhMjM2NmQtYWM3Yi00YmJhLWIxOTgtYWY3ZjNlYzMwOWJmXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_.jpg,50022,JayChandrasekhar KevinHeffernan SteveLemme ErikStolhanske PaulSoter EmmanuelleChriqui,JayChandrasekhar,Comedy Crime Mystery,BrokenLizardIndustries CatalandFilms NeedlesEyeProductions FoxSearchlightPictures
Traffik,2018,tt5670152,https://m.media-amazon.com/images/M/MV5BMjIzMzc4MDAzM15BMl5BanBnXkFtZTgwMDA3NjUyNTM@._V1_.jpg,473149,PaulaPatton OmarEpps MissiPyle LazAlonso LukeGoss WilliamFichtner,DeonTaylor,Horror Thriller,HiddenEmpireFilmGroup Lionsgate
Avengers: Infinity War,2018,tt4154756,https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_.jpg,299536,RobertDowneyJr ChrisHemsworth MarkRuffalo ChrisEvans ScarlettJohansson BenedictCumberbatch,AnthonyRusso,Adventure Action ScienceFiction,MarvelStudios
Backstabbing for Beginners,2018,tt5153288,https://m.media-amazon.com/images/M/MV5BZGEyYjlhNTktZDU5NC00OTFkLTk5M2UtNWFlNDM0ZTY2YzZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,476678,TheoJames JacquelineBisset BenKingsley RossifSutherland BrianMarkinson RachelWilson,PerFly,Thriller Drama History,FortitudeInternational EyeworksScandiFiction CreativeAlliance
Overboard,2018,tt1563742,https://m.media-amazon.com/images/M/MV5BM2E5MWYwYTktMmIxZC00MWVkLTk4YjctNGU1OGVjMDIwNzM2XkEyXkFqcGdeQXVyNTAwODk1NzY@._V1_.jpg,454619,AnnaFaris EugenioDerbez EvaLongoria JohnHannah SwoosieKurtz MelRodriguez,RobGreenberg,Romance Comedy,PantelionFilms 3PasStudios Metro-Goldwyn-Mayer
Tully,2018,tt5610554,https://m.media-amazon.com/images/M/MV5BMTU0OTM4NTMyMF5BMl5BanBnXkFtZTgwNDA5MzUwNTM@._V1_.jpg,400579,CharlizeTheron MackenzieDavis RonLivingston MarkDuplass AsherMilesFallica LiaFrankland,JasonReitman,Comedy Drama,FocusFeatures BronStudios CreativeWealthMediaFinance DenverandDelilahProductions RightofWayFilms WestEggStudios
Bad Samaritan,2018,tt3203528,https://m.media-amazon.com/images/M/MV5BNTk3NWI3NTktMjBkYi00OGJlLWE1MmItNjlkZTExMTZmZDdhXkEyXkFqcGdeQXVyMjU4ODU0MzU@._V1_.jpg,467632,DavidTennant RobertSheehan KerryCondon CarlitoOlivero JacquelineByers TraceyHeggins,DeanDevlin,Thriller Crime Horror,ElectricEntertainment GlobalPicturesMedia
Life of the Party,2018,tt1826727,https://m.media-amazon.com/images/M/MV5BYzA2YTNlOTYtOTlkYS00ZmQ3LTk5OTItMWI4NDU1ODE0NGY2XkEyXkFqcGdeQXVyMTMzNDI0NTk@._V1_.jpg,551349,GeorgiaChara ChristopherKirby HollyBrisley TalinAgon MichaelBudd,MichaelBudd,Drama,RadioactivePictures AmazingPeoplePictures Soundfirm
Breaking In,2018,tt7137846,https://m.media-amazon.com/images/M/MV5BNTQwNjc3NjE5MF5BMl5BanBnXkFtZTgwNTEzMDg5NDM@._V1_.jpg,497814,GabrielleUnion BillyBurke RichardCabral AjionaAlexus LeviMeaden SethCarr,JamesMcTeigue,Thriller Crime Action,WillPackerProductions BreakingInPictures
The Seagull,2018,tt4682136,https://m.media-amazon.com/images/M/MV5BMTc5OTk3NDQ5MV5BMl5BanBnXkFtZTgwMDYxNDIyNTM@._V1_.jpg,341735,AnnetteBening SaoirseRonan CoreyStoll ElisabethMoss MareWinningham JonTenney,MichaelMayer,Drama Romance Comedy,KGBMedia Mar-KeyPictures
Deadpool 2,2018,tt5463162,https://m.media-amazon.com/images/M/MV5BMDkzNmRhNTMtZDI4NC00Zjg1LTgxM2QtMjYxZDQ3OWJlMDRlXkEyXkFqcGdeQXVyNTU5MjkzMTU@._V1_.jpg,383498,RyanReynolds JoshBrolin MorenaBaccarin JulianDennison ZazieBeetz TJMiller,DavidLeitch,Action Comedy Adventure,MaximumEffort GenreFilms 20thCenturyFox
Book Club,2018,tt6857166,https://m.media-amazon.com/images/M/MV5BMTc0MDY2MDI3Ml5BMl5BanBnXkFtZTgwNjU2MzIyNTM@._V1_.jpg,502682,DianeKeaton JaneFonda CandiceBergen MarySteenburgen CraigTNelson AndyGarcía,BillHolderman,Romance Comedy Drama,JunePictures ApartmentStory
Pope Francis: A Man of His Word,2018,tt6915100,https://m.media-amazon.com/images/M/MV5BZWZjYzUxZGUtNzdhZC00ODU0LWE2NjEtM2ZjNjBjM2NiMDQ2XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_.jpg,505205,PopeFrancis IgnazioOliva SisterMaríaEufemiaGoycoechea JoeBiden DanieleDeAngelis CarloFalconetti,WimWenders,Documentary,ThePalindrome CentroTelevisivoVaticano CélestesImages SolaresFondazionedellearti NeueRoadMovies DeciaFilms FondazioneSolaresSuisse FocusFeatures
Show Dogs,2018,tt5691024,https://m.media-amazon.com/images/M/MV5BZDdjOWMwNjYtNWE3Zi00Y2JjLTgzODItNTg1YjNjM2U3ZWMyXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_.jpg,425148,WillArnett Ludacris NatashaLyonne JordinSparks GabrielIglesias ShaquilleONeal,RajaGosnell,Adventure Crime Family Comedy,RiverstonePictures OpenRoadFilms NeddyDeanProductions
Solo: A Star Wars Story,2018,tt3778644,https://m.media-amazon.com/images/M/MV5BOTM2NTI3NTc3Nl5BMl5BanBnXkFtZTgwNzM1OTQyNTM@._V1_.jpg,348350,AldenEhrenreich JoonasSuotamo WoodyHarrelson EmiliaClarke DonaldGlover ThandiweNewton,RonHoward,ScienceFiction Adventure Action,LucasfilmLtd AllisonShearmurProductions ImagineEntertainment
In Darkness,2018,tt5164184,https://m.media-amazon.com/images/M/MV5BMjAxMjQ1NjM5Ml5BMl5BanBnXkFtZTgwOTI1OTY0NTM@._V1_.jpg,417643,NatalieDormer EmilyRatajkowski EdSkrein JoelyRichardson JamesCosmo NeilMaskell,AnthonyByrne,Thriller Mystery,42
Future World,2018,tt5737536,https://m.media-amazon.com/images/M/MV5BMWMxMDZhNjEtYjA3ZS00MzE5LTkwN2MtNmNhMzJiNjQwMzQ1XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_.jpg,411135,JamesFranco SukiWaterhouse JeffreyWahlberg MillaJovovich LucyLiu SnoopDogg,JamesFranco,ScienceFiction,AMBIGroup BlackSparrowFilms DarkRabbitProductions PremierePicture
Action Point,2018,tt6495770,https://m.media-amazon.com/images/M/MV5BMjEyMTU5MTk1N15BMl5BanBnXkFtZTgwMzIzMzczNTM@._V1_.jpg,454283,JohnnyKnoxville ChrisPontius CloverNee EleanorWorthington-Cox SusanYeagley DanBakkedahl,TimKirkby,Comedy,DickhouseProductions Paramount
Adrift,2018,tt6306064,https://m.media-amazon.com/images/M/MV5BMTkxMTI2MjE4OF5BMl5BanBnXkFtZTgwMjIyODQzNTM@._V1_.jpg,429300,ShaileneWoodley SamClaflin JeffreyThomas ElizabethHawthorne GracePalmer TamiAshcraft,BaltasarKormákur,Thriller Romance Adventure,STXFilms RVKStudios LakeshoreEntertainment HuayiBrothersPictures
Upgrade,2018,tt6499752,https://m.media-amazon.com/images/M/MV5BMjI0NzcyMjM5Ml5BMl5BanBnXkFtZTgwMzk2NzAyNTM@._V1_.jpg,500664,LoganMarshall-Green BettyGabriel HarrisonGilbertson MelanieVallejo BenedictHardie LindaCropper,LeighWhannell,Action Thriller ScienceFiction,GoalpostPictures AutomatikEntertainment BlumhouseProductions NervousTick FilmVictoria
American Animals,2018,tt6212478,https://m.media-amazon.com/images/M/MV5BYTc4ZWQyODItMTZjYy00OTVmLWEzMjUtNTlkOTJjMzhiYzAxXkEyXkFqcGdeQXVyODE0MDY3NzY@._V1_.jpg,489931,EvanPeters BarryKeoghan BlakeJenner JaredAbrahamson WarrenLipka SpencerReinhard,BartLayton,Drama Crime Documentary,Film4Productions RAW LavaBearFilms SuburbanTallyhoProductions
Social Animals,2018,tt5639898,https://m.media-amazon.com/images/M/MV5BMjIxNjg0MDU5Ml5BMl5BanBnXkFtZTgwMTE2NDMzNTM@._V1_.jpg,506407,NoëlWells JoshRadnor CarlyChaikin SamiraWiley AyaCash FortuneFeimster,TheresaBennett,Comedy Romance,CraniumEntertainment BondIt
Hereditary,2018,tt7784604,https://m.media-amazon.com/images/M/MV5BOTU5MDg3OGItZWQ1Ny00ZGVmLTg2YTUtMzBkYzQ1YWIwZjlhXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_.jpg,493922,ToniCollette AlexWolff MillyShapiro GabrielByrne AnnDowd MalloryBechtel,AriAster,Horror Mystery Thriller,PalmStarMedia
Hotel Artemis,2018,tt5834262,https://m.media-amazon.com/images/M/MV5BMDhhNWE3NmQtY2Y1OC00MzQ4LWJhNjktZWEzNjEzMTE3YWIyXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_.jpg,406761,JodieFoster SterlingKBrown SofiaBoutella JeffGoldblum BrianTyreeHenry JennySlate,DrewPearce,Thriller ScienceFiction Action,TheInkFactory MarcPlattProductions PointofNoReturn 127Wall
SuperFly,2018,tt7690670,https://m.media-amazon.com/images/M/MV5BMWU1Yzc0ZDUtNGFlZC00ZTFkLWIxMTEtZTQ5ZTliYzIxZWI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,500475,TrevorJackson JasonMitchell MichaelKennethWilliams LexScottDavis JenniferMorrison KaalanRashadWalker,DirectorX,Action Crime,ColumbiaPictures SilverPictures SonyPictures
Incredibles 2,2018,tt3606756,https://m.media-amazon.com/images/M/MV5BMTEzNzY0OTg0NTdeQTJeQWpwZ15BbWU4MDU3OTg3MjUz._V1_.jpg,260513,CraigTNelson HollyHunter SarahVowell HuckMilner SamuelLJackson BobOdenkirk,BradBird,Action Adventure Animation Family,WaltDisneyPictures Pixar
Tag,2018,tt2854926,https://m.media-amazon.com/images/M/MV5BNzk4NDM3NjkwNF5BMl5BanBnXkFtZTgwNTk5MzkzNTM@._V1_.jpg,455980,EdHelms JonHamm JeremyRenner JakeJohnson HannibalBuress AnnabelleWallis,JeffTomsic,Comedy Action,NewLineCinema BrokenRoadProductions
Gotti,2018,tt1801552,https://m.media-amazon.com/images/M/MV5BMjAyODI1NDMxOV5BMl5BanBnXkFtZTgwNDg0Njg0NTM@._V1_.jpg,339103,JohnTravolta SpencerLofranco KellyPreston PruittTaylorVince WilliamDeMeo LeoRossi,KevinConnolly,Crime Drama History Thriller,HighlandFilmGroup MichaelFioreFilms EFOFilms JTPFilms
Jurassic World: Fallen Kingdom,2018,tt4881806,https://m.media-amazon.com/images/M/MV5BNzIxMjYwNDEwN15BMl5BanBnXkFtZTgwMzk5MDI3NTM@._V1_.jpg,351286,ChrisPratt BryceDallasHoward RafeSpall TobyJones TedLevine BDWong,JABayona,Action Adventure ScienceFiction Thriller,AmblinEntertainment UniversalPictures
Boundaries,2018,tt5686062,https://m.media-amazon.com/images/M/MV5BMDYzNWE1ZWUtMTU3Ni00ZWU2LTkxYWUtMTY5NjlkM2Q3YzMyXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_.jpg,447682,VeraFarmiga ChristopherPlummer LewisMacDougall BobbyCannavale KristenSchaal DollyWells,ShanaFeste,Comedy Drama,OddfellowsEntertainment AutomatikEntertainment
